"KO-DMSO_Rep1"	"KO-DMSO_Rep2"	"KO-E20_Rep1"	"KO-E20_Rep2"	"WT-DMSO_Rep1"	"WT-DMSO_Rep2"	"WT-E20_Rep1"	"WT-E20_Rep2"
"ENSG00000014138.9"	786.947	634.849	517.452	578.651	1968.171	957.451	1223.105	1880.164
"ENSG00000014164.7"	1352.597	1094.332	1011	1069.122	2558	1324	1742.334	2477.522
"ENSG00000014216.16"	7990.746	6685.373	5015.46	4992.43	9693.387	4761.145	6161.552	8531.74
"ENSG00000014257.17"	0	2	0	0	0	0	1	0
"ENSG00000014641.21"	914.859	793	767	933.511	1295	707	1538	1685
"ENSG00000014824.14"	34	47	72	141	80	54	255	197
"ENSG00000014914.21"	167.001	165.999	55	38.001	198.998	98.001	103.999	135
"ENSG00000014919.13"	690.258	581.414	644.933	895.131	1060.303	547.713	1116.997	1341.804
"ENSG00000015133.20"	178	161.001	299.001	385	526	230	769.071	984.995
"ENSG00000015153.15"	26	25	32	45.999	60.001	19	88.001	115
"ENSG00000015171.21"	21	39	56.999	179	108	48.001	292	215.422
"ENSG00000015285.12"	15	11	5	4	39	17	11	17
"ENSG00000015413.10"	2	6	1	1	2	0	2	0
"ENSG00000015475.19"	778	625	699	698	1152.081	607	1211.002	1581.223
"ENSG00000015479.20"	60.756	80	128.53	293.153	201.603	95.863	369.393	283.187
"ENSG00000015520.15"	4	6	53	32	4	1	81	134.02
"ENSG00000015532.10"	1455	1270	1107	1167	2264	1279	1655.208	1984
"ENSG00000015568.13"	3.749	3.181	2.745	21.871	8.538	31.711	181.388	4.868
"ENSG00000015592.17"	0	2	0	0	0	0	0	0
"ENSG00000015676.18"	3129	2697.01	1985.703	2122	5521.566	2831.622	3252.019	4478.895
"ENSG00000016082.15"	0	0	0	0	0	0	0	0
"ENSG00000016391.11"	409.987	294.986	340.942	342.979	1158.984	617.908	964.564	1167.725
"ENSG00000016402.14"	53	35	23	21	41	24	46.999	55
"ENSG00000016490.16"	0	0	0	0	0	0	0	0
"ENSG00000016602.9"	0	0	0	0	0	0	0	0
"ENSG00000016864.19"	77.022	76.029	88	127	177.046	131.03	331.109	319.164
"ENSG00000017260.20"	19	15	64	126	82.293	37	244.147	206.74
"ENSG00000017427.17"	0	0	0	0	0	0	0	0
"ENSG00000017483.16"	2	0	3	1	7	2	7	6
"ENSG00000017797.13"	90.999	90	165	284	286.999	165.001	583.365	477.999
"ENSG00000018189.13"	16	29	40.001	71	61	22	145.001	118.999
"ENSG00000018236.15"	1	2	1	2	46	27	35	42
"ENSG00000018280.17"	61	45	22	21	42	13	20	38
"ENSG00000018408.15"	226.928	159.779	235.536	314.183	511.729	273.375	518.08	541.62
"ENSG00000018510.18"	19	29	60	115.141	106.001	56.001	242	168.999
"ENSG00000018607.9"	0	0	0	0	0	0	0	0
"ENSG00000018610.15"	553	503.98	488.388	509	731.001	424	771.983	893.159
"ENSG00000018625.15"	0	0	1	0	0	0	1	2
"ENSG00000018699.13"	17	10	30	65	60	21	124	131
"ENSG00000018869.18"	0	0	0	0	0	0	0	0
"ENSG00000019102.12"	1	4	0	1	13	3	2	7
"ENSG00000019144.20"	996	808.895	403.002	404.891	2187.862	1157.001	815	1067.002
"ENSG00000019169.11"	1	0	0	0	0	0	0	0
"ENSG00000019186.10"	53	32	8	9	110	53	18	22
"ENSG00000019485.14"	611.028	526	565.001	697	675.001	322	603.316	838
"ENSG00000019505.8"	2	5	0	1	1	0	0	0
"ENSG00000019549.13"	24	20	23	51	30	15	34	36
"ENSG00000019582.17"	1	3	1	6	2	4	3	8
"ENSG00000019991.18"	0	0	0	0	0	0	0	0
"ENSG00000019995.6"	17.986	32.354	73.566	166.069	60.842	35.45	205.51	169.774
"ENSG00000020129.16"	2022.869	1601.5	1192.999	1121.919	4505.925	2141.971	2565.907	3424.455
"ENSG00000020181.18"	485.259	416.684	297.531	257.882	1063.514	525.144	771.226	1104.2
"ENSG00000020219.9"	0	0	0	0	0	0	0	0
"ENSG00000020256.20"	862.002	808.999	991	1056	1502.763	888.029	2011.999	2563.115
"ENSG00000020426.11"	9	7	10	26.001	33	13	69	43.001
"ENSG00000020577.14"	79.999	75.001	102	85.999	137.001	64	170.999	177.001
"ENSG00000020633.19"	1224.279	961	2058	2224.39	2942	1477	4155.493	5437.578
"ENSG00000020922.13"	9	11	12	40	47	24	89.001	52
"ENSG00000021300.14"	39	34	7	12	74	34	28	46
"ENSG00000021355.13"	206.001	176	260.999	353	266.412	147	552	625
"ENSG00000021461.18"	0	0	0	0	0	0	0	0
"ENSG00000021488.13"	0	0	0	8	4	3	5	4
"ENSG00000021574.14"	24	21	20	51	45	28	90	46
"ENSG00000021645.20"	16	12	19	48	14	9	26.001	23
"ENSG00000021762.20"	466.999	374	385.001	374	706.001	359	464.002	659
"ENSG00000021776.11"	8	23	20.001	80	52	28	124	102
"ENSG00000021826.18"	1522.96	1635.065	1935.009	3205.996	3315.966	1749	6485.587	5395.001
"ENSG00000021852.14"	0	0	0	0	0	0	0	0
"ENSG00000022267.19"	271	272	407	600.001	1934.288	1249.001	2345.999	2823.999
"ENSG00000022277.13"	2006.999	1798.011	2030	2290.777	2468.004	1294.682	2488.38	3294.604
"ENSG00000022355.18"	0	0	0	1	0	0	0	0
"ENSG00000022556.16"	1	1	0	0	12	9	10	29
"ENSG00000022567.10"	1068.001	977	1108.999	1296.006	600.999	332	596	769
"ENSG00000022840.17"	3298.498	2849	2854.001	3169.198	4378	2545.003	4407.368	5814.646
"ENSG00000022976.16"	217.911	206.499	171.406	163.25	350.768	183.604	329.718	403.434
"ENSG00000023041.12"	78.044	80.288	138.362	262.134	200.459	121.999	439.083	428.123
"ENSG00000023171.20"	487	417	668	776	2211.004	1098	2675	3512.411
"ENSG00000023191.17"	6769.178	5567.929	5770.686	5673.615	9870.873	5036.09	7882.153	11232.111
"ENSG00000023228.14"	246	239	382.001	794.001	433	273	1038.003	801.082
"ENSG00000023287.13"	8	11	20	51	34	17	116.999	93
"ENSG00000023318.9"	68	63	101.999	182	153	83	273.103	212
"ENSG00000023330.15"	2292.62	1891.586	1936.919	2009.999	2953.019	1528	3381.317	4577.958
"ENSG00000023445.16"	1	2	1	5	4	2	16	14
"ENSG00000023516.9"	7	9	7	35	16	12	63	51
"ENSG00000023572.10"	131	118	99.601	117.453	142	79	146.791	172
"ENSG00000023608.5"	2	5	13	22	19	6	51	31
"ENSG00000023697.13"	89.001	79.999	106	201	125.999	88	252.999	254.04
"ENSG00000023734.11"	469	409	580	955.023	1004.019	603	1489.074	1604.709
"ENSG00000023839.12"	5	4	5	3	21	13	31	24
"ENSG00000023892.12"	77	72	28	20	39	23	30	16
"ENSG00000023902.14"	380	281.001	357.001	409	1300	686.001	1241	1646.094
"ENSG00000023909.10"	159	165	188.999	327.002	567	357.135	671	624
"ENSG00000024048.11"	26	28	40	72	50	32	120	91
"ENSG00000024422.12"	12611.767	10528.885	7584.596	7862.41	12914.078	6294.333	9115.61	12711.828
"ENSG00000024526.17"	14	17	17	46	95	36	144	106
"ENSG00000024862.18"	52	63	68	94	76	57	99	129
"ENSG00000025039.15"	242.001	243	405	601	276	164	747.053	649.107
"ENSG00000025156.13"	8	6	14	27	36	11	55	38
"ENSG00000025293.17"	156	119	229	416.007	368.001	204.995	802	739.007
"ENSG00000025423.11"	6.131	7	7	4.024	34.972	19.074	57.23	58.275
"ENSG00000025434.19"	798.007	587.039	355	352.965	725	380.016	490.011	721
"ENSG00000025708.14"	5143.152	4383.923	2668.373	2503.07	4271.459	2137.619	1638.98	2366.265
"ENSG00000025770.19"	6356.904	5208.244	5036.671	4794.172	7845.05	3843.915	5501.005	7682.997
"ENSG00000025772.8"	1280	1061	1456.989	1422.151	2058.673	1185	2485.017	3134.792
"ENSG00000025796.14"	41.032	41.364	93.509	195.506	128.382	59.029	406.274	287.972
"ENSG00000025800.14"	776.52	658	913	1343	1528.988	879.075	2356.611	2717.643
"ENSG00000026025.16"	10437.03	9350.179	17779.058	22815.927	15094.412	8692.769	24455.308	31198.621
"ENSG00000026036.23"	486.41	345.387	198.063	208.764	743.875	390.426	355.992	513.066
"ENSG00000026103.25"	8.523	16.442	12	29.089	20.941	16.162	49.013	44.576
"ENSG00000026297.17"	829.941	771.001	823.142	890.053	1931.039	991	2450.879	3205.539
"ENSG00000026508.21"	178	134.095	340.101	402.001	477.023	234.999	1195.998	1560
"ENSG00000026559.14"	495.999	379.001	995	923.046	1890.01	921.247	2992.999	4068.899
"ENSG00000026652.15"	19	6	14	13	11	5	9	17.999
"ENSG00000026751.17"	0	0	0	2	0	0	0	0
"ENSG00000026950.17"	77.316	67.22	106.836	143.698	139.842	74.901	187.239	224.207
"ENSG00000027001.10"	141	128.409	143	161	214.011	132	232.119	304.274
"ENSG00000027075.17"	0	0	1	0	0	0	2	1
"ENSG00000027644.5"	14	15	6	7	11	10	6	9
"ENSG00000027697.16"	13	15	26	52	56	29	95	77.001
"ENSG00000027847.14"	1321	1043.613	1112	1085.021	1930.612	1026.938	1708	2122.001
"ENSG00000027869.12"	434	333	178	195	1235.699	582	475	611
"ENSG00000028116.18"	7.486	4.616	11.635	26.866	17.53	5.395	45.228	32.544
"ENSG00000028137.19"	336	308.997	173	148	445	225	332	432.018
"ENSG00000028203.19"	8	10	23	54.999	40	15	114.001	69
"ENSG00000028277.22"	1	1	3	6	1	2	10	11
"ENSG00000028310.18"	1111.765	957.769	870.142	862.141	2326.201	1211.781	2455.738	2835.422
"ENSG00000028528.15"	619.999	563	563.009	849.999	879	488	920	993.109
"ENSG00000028839.10"	21	13	26	51	51	41.904	106	94.933
"ENSG00000029153.15"	16	15	11	42	37	20	108.001	90
"ENSG00000029363.17"	39	52.001	37	150.001	85	49.001	176	117
"ENSG00000029364.12"	254	213.999	301.001	415.001	365	243	604.998	676.001
"ENSG00000029534.22"	92	78	38	48.001	221.999	128.001	147.001	144.999
"ENSG00000029559.7"	0	0	0	0	0	0	0	0
"ENSG00000029639.11"	49.001	45	31	34.994	97.995	47.996	93.896	103
"ENSG00000029725.17"	84.042	102.733	90.703	152.392	172.366	63.484	247.494	179.577
"ENSG00000029993.15"	348.662	339	210.999	308	709	417.77	625	607
"ENSG00000030066.14"	49.999	44	71	166	157	71	313.001	255.001
"ENSG00000030110.14"	1627	1375.528	1517	1473	2634.215	1343	1936.134	2726.99
"ENSG00000030304.15"	0	0	0	0	0	0	0	0
"ENSG00000030419.17"	0	0	0	1	3	1	4.517	4
"ENSG00000030582.18"	38168.984	33158.488	24487.504	24716.746	28977.931	14411.507	27932.128	36915.65
"ENSG00000031003.11"	17	26	34.883	100	56	32	186.927	139.797
"ENSG00000031081.11"	47	36	36	44	90	75	127	186
"ENSG00000031691.7"	1	4	7	11	7	1	27	24
"ENSG00000031698.13"	2593	2264.999	5101.915	5573.852	3819.015	1928.976	9467.799	12142.17
"ENSG00000031823.14"	1453.998	1269	924.572	1003.053	3400.199	1748.999	2472.533	3209.999
"ENSG00000032219.19"	5	12	7	15	10	5	19	20
"ENSG00000032389.13"	1404.001	1172	1128.001	1137	2363.025	1185	1961.827	2548.535
"ENSG00000032444.17"	3339.422	2883.001	3241.909	3234.116	9239.501	4376	6529.817	9711.766
"ENSG00000032742.18"	3	4	0	9	7	4	18	18
"ENSG00000033011.14"	1969.974	1582.231	989.892	1046.744	2897.665	1475.056	1545.908	2173.707
"ENSG00000033030.15"	20	33	50	118	53	29	180.999	152.999
"ENSG00000033050.9"	2306.233	1803.897	1575.912	1602.607	4690.088	2507.123	3934.217	5275.647
"ENSG00000033100.17"	4554.147	3523.87	4217.085	4088.37	9584.999	4723.895	9967.034	13474.698
"ENSG00000033122.21"	3	5.242	2	5	8	6	12	6
"ENSG00000033170.17"	5	6	16	23	33	18	69	47.781
"ENSG00000033178.13"	10	17	22	53	41	19	111	109
"ENSG00000033327.13"	144	146	532.02	675.986	1129	604	2017.001	2799.04
"ENSG00000033627.18"	2973	2411.665	1314.021	1334.001	2746.404	1481.997	1591.256	2161.328
"ENSG00000033800.14"	22.384	23.774	41.169	69.879	50.237	30.052	104.626	106.113
"ENSG00000033867.17"	12	13	13	28	36	8	95.001	86.001
"ENSG00000034053.15"	1	0	1	0	0	1	0	0
"ENSG00000034152.19"	2754.598	2284	1864	1831.901	5405.519	2762	3480.804	4920.403
"ENSG00000034239.11"	0	0	0	0	0	0	0	0
"ENSG00000034510.6"	30895.157	27300.269	30927.94	34842.693	33198.966	16014.067	34398.556	37010.338
"ENSG00000034533.12"	10	13	12	19	27.707	17	68.852	30.259
"ENSG00000034677.13"	7	6	13	37	25	22	84	53.999
"ENSG00000034693.15"	14	14	16	44	37	21	84	71
"ENSG00000034713.8"	822.647	657.892	664.006	719	982.001	521	862	1044.367
"ENSG00000034971.17"	0	0	0	0	0	0	0	0
"ENSG00000035115.22"	7.999	15	26.622	52	12.999	11	86.002	53
"ENSG00000035141.8"	629.911	572.001	581.989	753.344	1025.572	584.001	1428.998	1639.162
"ENSG00000035403.18"	575.293	542.849	661.576	1082.54	919.001	545.386	1249.522	1319.031
"ENSG00000035499.13"	12	11	8	21	29	18	36.001	41
"ENSG00000035664.11"	81	58	79	79.999	103	62	107	156.999
"ENSG00000035681.9"	24	31	43	98	84	49	220	204
"ENSG00000035687.10"	22	25	47	101	60	32	170	184
"ENSG00000035720.8"	0	0	0	0	0	0	0	0
"ENSG00000035862.12"	6357.275	5558.149	4697.554	5058.86	8005.466	4370.943	7039.113	8505.327
"ENSG00000035928.17"	27	42	73	144	98	45	278	218
"ENSG00000036054.13"	8	10	17	39	16	15	66	54
"ENSG00000036257.14"	43	47	62.101	101.001	100	65.001	190.999	103.001
"ENSG00000036448.10"	11	2	12	5	6	4	3	4
"ENSG00000036473.8"	0	0	0	0	0	0	0	0
"ENSG00000036530.9"	15	9	10	9	6	5	3	9
"ENSG00000036549.13"	31	28	79.999	125.999	51.001	39	168.999	166.001
"ENSG00000036565.15"	0	0	0	0	0	0	0	0
"ENSG00000036672.16"	108	80	46.698	46	246.874	141.918	222.649	245.784
"ENSG00000036828.17"	0	0	0	0	1	0	0	0
"ENSG00000037042.9"	1248.447	955.028	355.945	367.457	649.316	318.327	372.826	549.791
"ENSG00000037241.7"	669.216	572	480	470	895.002	486	758.999	856.001
"ENSG00000037280.16"	105	108.999	55	63.999	240	129	97	127
"ENSG00000037474.15"	620.69	642.999	805	1215.999	1752	1080.001	2685.565	2535.051
"ENSG00000037637.11"	365	307	467.008	561	562	293	929	1125.273
"ENSG00000037749.13"	10	20	40	84.09	53	44	144.001	124
"ENSG00000037757.14"	1672.111	1359.626	897.001	862	4754.788	2573.984	2333.569	2901.631
"ENSG00000037897.17"	619.723	465.999	482.374	484.001	948.356	479	780.995	999.016
"ENSG00000037965.6"	21	9	22	63	32	24	111	103
"ENSG00000038002.9"	48	52	65	137.001	61	34	182	132
"ENSG00000038210.14"	13	20	15	29	47	20	72	37
"ENSG00000038219.13"	132	145	195	278	187	80	292	275
"ENSG00000038274.18"	390	347	360	476	468.999	299	710.499	715.062
"ENSG00000038295.8"	71	74	68	135	65	47	173	108.283
"ENSG00000038358.15"	4319.155	3671.003	2894.921	2934.173	8036.549	4159.717	5055.213	6673.966
"ENSG00000038382.23"	182.002	164.999	449.999	804.079	861.998	503	2201.98	1912.296
"ENSG00000038427.16"	0	0	0	0	0	0	0	0
"ENSG00000038532.17"	554.001	522.999	657.001	811.001	917.01	497	1034	1363.007
"ENSG00000038945.15"	0	0	0	0	0	0	0	0
"ENSG00000039068.20"	0	0	0	0	1	0	0	0
"ENSG00000039123.16"	13.667	19.901	28.161	56.361	36.062	18.348	117.025	69.12
"ENSG00000039139.11"	3	1	0	0	15	3	23	9
"ENSG00000039319.17"	7.393	18.508	15.85	40.763	27.669	6.348	41.928	32.54
"ENSG00000039523.20"	4478.309	3615.424	4466.253	4689.015	7995.852	4012.657	6658.764	9253.431
"ENSG00000039537.15"	0	0	0	0	0	0	0	0
"ENSG00000039560.14"	22	19	34	88.999	206.211	90	451	327.109
"ENSG00000039600.11"	0	0	0	0	0	0	0	0
"ENSG00000039650.12"	2392.012	1778.613	1107.754	1085.504	2798.477	1388.929	1595.391	2302.168
"ENSG00000039987.7"	2	2	1	0	3	1	1	2
"ENSG00000040199.18"	36	23	34	51.001	32.303	14.711	107.973	72
"ENSG00000040275.17"	19	18	14	51	44	35	153.001	107
"ENSG00000040341.18"	15.623	29	44.999	67.261	97.021	51	160.06	124.999
"ENSG00000040487.13"	946	784	687.999	693	1157.001	563.92	1256.004	1756.383
"ENSG00000040531.16"	1453.755	1158.011	739.407	718.491	1342.581	709.373	932.571	1320.062
"ENSG00000040608.14"	2065.155	1707	1176.36	1295	1890	1014	1432	1835
"ENSG00000040633.13"	2168.008	1771.014	1270.981	1264.432	2851.393	1446	1915.003	2660.41
"ENSG00000040731.10"	0	0	0	0	23	7	33	26
"ENSG00000040933.16"	155.999	159	252.999	333	237.999	138	395	450
"ENSG00000041353.10"	10	11	15	32	7	0	18	13
"ENSG00000041357.16"	136	123.999	153	336.458	371.001	184.999	586	494
"ENSG00000041515.16"	12	14.001	53	76	4	2	17	35
"ENSG00000041802.11"	29	22	38	93	92	49	240	234.999
"ENSG00000041880.15"	933.999	748	563	540	1116.18	515	883.001	1255.083
"ENSG00000041982.17"	0	0	1	0	0	0	0	0
"ENSG00000041988.16"	557.132	412.769	483.916	502.092	788.995	455.385	844.6	1026.948
"ENSG00000042062.13"	2	2	4	3	4	2	4	1
"ENSG00000042088.14"	78	56	70.001	92	168.001	95	186	207.831
"ENSG00000042286.15"	2000.001	1643.23	1915.343	1997	2831.012	1394.001	2807.918	3863.95
"ENSG00000042304.14"	0	0	0	0	0	0	0	0
"ENSG00000042317.17"	8	6	6	11	4	3	18	10
"ENSG00000042429.12"	21.999	18	34	49.001	65.001	41.999	124.999	82.445
"ENSG00000042445.14"	1965.869	1780.777	797.909	854	1400.542	756.961	715.927	1056.827
"ENSG00000042493.16"	6694.109	6098.351	4176.047	4412.768	4932.409	2569	3226	4064.466
"ENSG00000042753.12"	5839.999	4861.685	3884.975	4068.531	7269.927	3566.357	4791.027	6882.776
"ENSG00000042781.14"	0	0	0	0	0	0	0	0
"ENSG00000042813.8"	0	0	0	0	0	0	0	0
"ENSG00000042832.12"	7	7	3	10	0	1	4	3
"ENSG00000042980.14"	0	0	0	0	0	0	0	0
"ENSG00000043039.7"	1	0	0	1	1	0	2	5
"ENSG00000043093.15"	9	23	20	52	22	14	83	59
"ENSG00000043143.22"	5261.373	4486.001	4712.556	4948.38	5669.138	2948.001	4731.083	6681.415
"ENSG00000043355.12"	316	234	500	549	735	409	992	1206
"ENSG00000043462.13"	0	0	0	0	0	0	0	0
"ENSG00000043514.17"	18	14	28	55	55	35	145.001	131.999
"ENSG00000043591.6"	64	47	73	72	57	39	70	80
"ENSG00000044012.4"	0	0	0	0	0	0	0	0
"ENSG00000044090.13"	1285.965	1091.989	1272.13	1154.93	3037.87	1443.979	2730.508	3701.597
"ENSG00000044115.21"	1534.264	1668.72	2120	3386.323	2953.413	2007.158	4539.451	4401.255
"ENSG00000044446.12"	320	273.006	319.92	351	972.411	588.968	945.97	1289
"ENSG00000044459.15"	9	14	22	37	27.001	21	87	68
"ENSG00000044524.11"	0	0	0	0	0	0	0	0
"ENSG00000044574.9"	533	525	1806.194	3702.658	2048.126	1136.989	6657.296	5669.058
"ENSG00000046604.14"	56.298	78	130	437	151	78	531	382.98
"ENSG00000046647.14"	166	159.001	160	176	368	187	408	523
"ENSG00000046651.16"	8.001	11	18	58.999	44	24	166.65	98.999
"ENSG00000046653.15"	2	3	0	2	6	2	16.35	20
"ENSG00000046774.10"	6	2	14	7	4	2	14	12
"ENSG00000046889.19"	0	0	0	0	0	0	0	0
"ENSG00000047056.18"	176.001	174.026	141	219.999	166	111	230.014	314
"ENSG00000047188.16"	13	26	27	65	48	23	142	99
"ENSG00000047230.15"	56	49	81.001	127	230	124	432	413.005
"ENSG00000047249.18"	289	250	215	327	305	188.999	442	446.001
"ENSG00000047315.17"	69.006	99.007	135.03	256.076	227.132	97.031	443.173	363.092
"ENSG00000047346.13"	11	22	15.001	17	7	16	36	25
"ENSG00000047365.13"	2	1	4	16	5	1	19	6
"ENSG00000047410.14"	40	60	68	131	145.006	85	317	224
"ENSG00000047457.14"	0	0	0	1	0	0	0	0
"ENSG00000047578.14"	632.999	556.956	514.944	636.953	822	400.999	787.999	968.035
"ENSG00000047579.20"	256	169	191	188.261	507.002	259	504.998	634.999
"ENSG00000047597.7"	37	44	35	46	89.014	45	171	138
"ENSG00000047617.17"	16	9	3	3	351.015	198.001	155	159
"ENSG00000047621.12"	7	3	5	14	13	6	34	25
"ENSG00000047634.15"	12	16	16	45	42	21	132.999	92
"ENSG00000047644.20"	0	0	2	0	0	1	4	1
"ENSG00000047648.23"	0	0	0	0	0	0	0	0
"ENSG00000047662.5"	1.022	0	0	1.041	3.096	1.021	2.112	0
"ENSG00000047849.22"	1082.77	907	1202.574	1676.667	4725.35	2567.215	5416.063	6907.369
"ENSG00000047932.14"	14	13	32	58	50	31	134	131
"ENSG00000047936.11"	0	0	0	0	0	0	0	0
"ENSG00000048028.12"	15.001	27	48	85	75	52	206.001	151.093
"ENSG00000048052.24"	0	0	0	5	8	8	19	10.001
"ENSG00000048140.18"	2567.883	2183.021	1997	1870.144	4036.181	2148.001	3963.667	5356.002
"ENSG00000048162.22"	950.824	735.374	729.055	772.246	2225.004	1185.853	1708.345	2176.318
"ENSG00000048342.18"	64	43	47.001	47	90.999	53.001	102	108
"ENSG00000048392.13"	11	11	34	48	19	13	100	87
"ENSG00000048405.11"	36	36	40	72	86	60	155	136
"ENSG00000048462.11"	0	0	0	0	0	0	0	1
"ENSG00000048471.14"	170	117	104	104	160	75	150	172
"ENSG00000048540.16"	0	0	0	0	0	0	0	0
"ENSG00000048544.6"	106	103	186	252	192	120	471.438	467
"ENSG00000048545.18"	0	0	0	0	0	0	0	0
"ENSG00000048649.14"	26.829	25.167	44	110.004	79	39.126	190.27	174.948
"ENSG00000048707.15"	17	33	50.999	81	63	28	139.013	150
"ENSG00000048740.19"	30	31.001	36	56.999	37.001	11	54	42
"ENSG00000048828.18"	788.655	684.638	1084.45	1706.861	1933.116	1135.934	2880.85	2608.957
"ENSG00000048991.17"	59.001	66	126.001	171.012	224.001	113.001	322	268.001
"ENSG00000049089.15"	44	21	1	4	111	59	12	30
"ENSG00000049130.16"	6	15	27.446	39	26	11	72	52
"ENSG00000049167.16"	10.999	10	19	37	10	18	30	20
"ENSG00000049192.15"	0	2	0	1	0	1	2	4
"ENSG00000049239.13"	2120.222	1759	1801	1737	2874.767	1507	2934	3604.448
"ENSG00000049245.13"	508	459	565	795.188	804	449	1153.2	1366.926
"ENSG00000049246.15"	21	16	77	142	35.818	27	172	184.97
"ENSG00000049247.14"	0	0	0	0	0	0	0	0
"ENSG00000049249.10"	4	1	4	3	10	4	18	19
"ENSG00000049283.19"	18.999	16	6	9	12	9	16.001	4
"ENSG00000049323.16"	34	26	51	100	86	74	236	184
"ENSG00000049449.10"	225.155	218.836	574.4	1144.344	315.953	152.557	1034.683	808.214
"ENSG00000049540.19"	1	0	0	0	4	1	0	1
"ENSG00000049541.11"	1613	1297	979.122	1076.125	2816.824	1506.363	2775.001	3637.076
"ENSG00000049618.25"	167.392	153.771	308.752	392.993	504.9	254.999	873.142	801.657
"ENSG00000049656.14"	6918.952	5597.664	5769.626	5875.105	14836.282	7940.086	11769.667	15801.671
"ENSG00000049759.20"	218.001	194.001	375.977	537.999	168	111.999	475	554.999
"ENSG00000049768.18"	13	9.001	0	5	11	10	18	13
"ENSG00000049769.14"	136.969	108.789	96.976	96.8	1130.612	560.052	717.823	852.224
"ENSG00000049860.14"	458	434.769	535	926.648	464.235	290	912.412	889.313
"ENSG00000049883.15"	14	10	17	41	24	12	57	17
"ENSG00000050030.16"	0	0	0	0	0	0	0	0
"ENSG00000050130.18"	45	45.373	46	69	79	33	153	140
"ENSG00000050165.19"	235	229.222	73	87	308.008	164	99	107
"ENSG00000050327.15"	1409.998	1212.515	1184.134	1348.854	1949	1096.162	2238.979	3123.456
"ENSG00000050344.9"	7	10	21	20	88	41	166	124
"ENSG00000050393.12"	208	179	181	300	327.999	195	470	517
"ENSG00000050405.14"	44.049	41	57	92	195	110.999	260.119	178.999
"ENSG00000050426.16"	1585.17	1442.01	2509.985	2843.999	1538.002	867.614	2652.002	3396.767
"ENSG00000050438.17"	0	1	0	0	1	0	2	0
"ENSG00000050555.19"	3268.996	2703.976	2097.035	2146.049	7539.268	3649.608	4653.464	6288.326
"ENSG00000050628.21"	175.788	144	315.001	453.999	996	555.999	811.001	899.001
"ENSG00000050730.16"	0	0	0	0	0	0	0	0
"ENSG00000050748.18"	127.999	86.003	178	320.999	255	148	529	502
"ENSG00000050767.18"	1	0	0	1	0	0	0	0
"ENSG00000050820.17"	4150.513	3207.53	3173.986	3154.025	6272.658	3056.176	4840.011	6629.93
"ENSG00000051009.11"	1448.999	1207.999	1299.003	1361	2074	1011.999	1921.005	2659.313
"ENSG00000051108.15"	1015	917	2922	3298	1079.224	596	3260.675	4335.016
"ENSG00000051128.19"	2615.503	2220.919	2134.18	2074.341	4113.289	2028.907	3381.941	4662.615
"ENSG00000051180.17"	146	147.999	181	218	373	221	599	696
"ENSG00000051341.15"	1	5	6	12	20	18	53	38
"ENSG00000051382.9"	14	23	27	39.001	47	22	134.001	84
"ENSG00000051523.12"	23720.123	18900.385	14066.676	13892.642	27238.106	13003.363	16764.296	21655.934
"ENSG00000051596.10"	982.958	783.221	974.518	1030.504	1616.006	790.17	1376.698	1751.186
"ENSG00000051620.11"	257.999	256	221	257	408	199	468	597.999
"ENSG00000051825.15"	10	18	18.001	38	23	24	55.001	45
"ENSG00000052126.16"	7	9	7	13.001	19	9	60.002	37
"ENSG00000052344.16"	182	152	19	19	76	35	15	24
"ENSG00000052723.12"	140.999	94	201	295.999	216	103	426	370
"ENSG00000052749.14"	2865	2381.552	2319.999	2224.001	5167.268	2671	4134.561	5763.757
"ENSG00000052795.13"	8	8	18	23	4	3	50	41
"ENSG00000052802.13"	232	241	125	405	121	64	207	192
"ENSG00000052841.16"	30	22	67	108	47	40	234	221.004
"ENSG00000052850.8"	206	144	168	166	635.125	315	467	613
"ENSG00000053108.17"	47	66	47	94	84	32	43	60
"ENSG00000053254.16"	45	30.942	75	145.927	87.001	49.001	167	164.999
"ENSG00000053328.9"	0	0	0	0	0	0	0	0
"ENSG00000053371.13"	3269.648	2670.607	1606.353	1676.964	4052.077	2107.704	2112	2725.062
"ENSG00000053372.5"	1447.115	1183	1184.037	1212.001	3459.023	1864.001	2884.598	3635.054
"ENSG00000053438.11"	33	37	23	31	29	9	23	37
"ENSG00000053501.14"	1163	877.999	1023	1043.229	2107.661	1096	2084.999	2788.967
